learning_rate,test_accuracy,final_loss,epochs_to_converge
0.001,0.8,1.0517634119770554,1000
0.01,0.8333333333333334,0.30854218940750533,1000
0.1,0.9333333333333333,0.04171486126126978,1000
0.5,0.9333333333333333,0.03682221596282791,1000
